ACCESSION_NUMBER	OTHERMANAGER_SK	CIK	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	NAME
0001256484-25-000024	195775	0001556785	028-15045	000151190	801-70739	Vulcan Value Partners, LLC
0001256484-25-000024	195776	0000932859	028-04558	000114310	801-60485	PARAMETRIC PORTFOLIO ASSOCIATES LLC
0001256484-25-000024	195777	0000052388	028-01091	000105778	801-8174	AMERICAN CENTURY INVESTMENT MANAGEMENT INC
0001256484-25-000024	195778	0001513287	028-14421	000175193	801-108196	Colonial First State Investments Ltd
0001256484-25-000024	195779	0001164833	028-10068	000114649	801-60512	HOTCHKIS & WILEY CAPITAL MANAGEMENT LLC
0001256484-25-000024	195780	0001730467	028-18460	000153956	801-78911	CLIFFORD CAPITAL PARTNERS LLC
0001256484-25-000024	195781	0001857666	028-21408	000312837	801-121267	Capital Group Private Client Services, Inc.
0001256484-25-000024	195782	0001350585	028-11563	000111335	801-60111	Coho Partners, Ltd.
0001256484-25-000024	195783	0001943239	028-23188	000310355	801-119868	V-Square Quantitative Management LLC
0000950123-25-004928	195999		028-11968	000134436	801-64053	MYCIO WEALTH PARTNERS, LLC
0000950123-25-004928	196000		028-05022	000316904	801-122618	Parnassus Investments, LLC
0000950123-25-004928	195998		028-04434	000104543	801-36845	HARDING LOEVNER LP
0000950123-25-004928	195997		028-10955	000130949	801-63018	Genesis Investment Management, LLP
0000950123-25-004928	195996		028-04145	000121942	801-61559	GW&K Investment Management, LLC
0000950123-25-004928	196001		028-04884	000105916	801-50177	RENAISSANCE GROUP LLC
0000950123-25-004928	196002		028-11487	000134918	801-64175	River Road Asset Management, LLC
0000950123-25-004928	196003		028-05015	000106146	801-48908	SYSTEMATIC FINANCIAL MANAGEMENT LP
0000950123-25-004928	196004		028-11289	000107545	801-27792	THIRD AVENUE MANAGEMENT LLC
0000950123-25-004928	196005		028-11092	000132694	801-63492	TimesSquare Capital Management, LLC
0000950123-25-004928	196006		028-01222	000006857	801-10669	Tweedy, Browne Co LLC
0000950123-25-004928	196007		028-14794	000174314	801-89169	Veritas Asset Management LLP
0000950123-25-004928	196008		028-00262	000115119	801-60532	WELCH & FORBES LLC
0000950123-25-004928	196009		028-03760	000164420	801-76744	YACKTMAN ASSET MANAGEMENT LP
0000950123-25-004928	195992		028-11395	000153456	801-56365	AMG Funds LLC
0000950123-25-004928	195993		028-16284	000153039	801-71338	Artemis Investment Management LLP
0000950123-25-004928	195994		028-11858	000121591	801-61491	Foyston, Gordon, & Payne Inc
0000950123-25-004928	195995		028-01185	000106274	801-15724	FRONTIER CAPITAL MANAGEMENT CO LLC
0001140361-25-018657	195742	0001000275	028-11396			Royal Bank of Canada
0000950123-25-004922	195727		028-06327			OCONNOR, A Distinct Business Unit of UBS ASSET MANAGEMENT AMERICAS (LLC)
0000950123-25-004922	195726		028-02682			UBS AM, a distinct business unit of UBS Asset Management Americas LLC
0001256484-25-000023	195744	0000073124	028-00290			NORTHERN TRUST CORP
0001256484-25-000022	195590	0000073124	028-00290			NORTHERN TRUST CORP
0001256484-25-000021	195731	0000073124	028-00290			NORTHERN TRUST CORP
0001256484-25-000020	195636	0000073124	028-00290			NORTHERN TRUST CORP
0001256484-25-000019	195533	0000073124	028-00290		001-36609	NORTHERN TRUST CORP
0001256484-25-000018	195637	0000073124	028-00290			NORTHERN TRUST CORP
0000950123-25-004920	195323		028-13177	000110045	801-17352	MFS Investment Management
0000950123-25-004920	195324		028-11338	000111242	801-60103	SSgA Funds Management, Inc.
0000950123-25-004920	195322		028-10981	000107738	801-37591	Goldman Sachs Asset Management, L.P.
0000950123-25-004920	195325		028-00115	000105496	801-856	T. Rowe Price Associates, Inc.
0000950123-25-004920	195327		028-04139	000104859	801-15930	Eaton Vance Management 
0000950123-25-004920	195321		028-02405	000106266	801-27721	Cohen & Steers Capital Management, Inc.
0000950123-25-004920	195326		028-04490	000105007	801-21953	Vontobel Asset Management, Inc.
0000950123-25-004920	195317		028-01343	000104652	801-13991	Janus Henderson Investors
0000950123-25-004920	195318		028-05267	000105390	801-32108	DIFA, Macquarie Investment Management
0000950123-25-004920	195319		028-10562	000108477	801-56720	AllianceBernstein L.P.
0000950123-25-004920	195320		028-01091	000105778	801-8174	American Century Investment Management, Inc.
0001123292-25-000216	195573	0000882095	028-25078			Gilead Sciences, Inc.
0000950123-25-004918	195578		028-15811			HSG HOLDING LTD
0000950123-25-004912	195933		028-15811			HSG Holding Ltd.
0000950123-25-004914	195316		028-15811			HSG Holding Ltd
0000950123-25-004913	195988		028-15811			HSG Holding Ltd
0000950123-25-004915	195523		028-15811			HSG Holding Ltd
0000950123-25-004917	195592		028-15811			HSG Holding Ltd
0000950123-25-004916	195376		028-15811			HSG Holding Ltd
0000921895-25-001427	195472	0001399386	028-13806	000161230	801-74294	Bandera Partners LLC
0001803084-25-000005	195577	0001803084	028-19910			Adams Wealth Management
0000921895-25-001426	195866	0001399386	028-13806	000161230	801-74294	Bandera Partners LLC
0001600095-25-000004	195494	0000927971				BANK OF MONTREAL /CAN/
0000950123-25-004908	195275		028-16612			UBS Group AG
0000950123-25-004905	195534		028-16612			UBS Group AG
0001573679-25-000024	195960	0000928047	028-04428			MANUFACTURERS LIFE INSURANCE COMPANY, THE
0000950123-25-004900	195445		028-16612			UBS Group AG
0000950123-25-004896	195519		028-16612			UBS Group AG
0000950123-25-004894	195384		028-16612			UBS Group AG
0000950123-25-004893	195566		028-16612			UBS Group AG
0001062993-25-009221	195938			000286620		55IP, LLC
0001062993-25-009221	195941			000301761		VISE
0001062993-25-009221	195940			000325732		FRANKLIN MANAGED OPTIONS STRATEGIES, LLC
0001062993-25-009221	195939			000111883		AQR CAPITAL MANAGEMENT, LLC
0001062993-25-009221	195937			000144594		O'Shaughnessy Asset Management, LLC
0001573679-25-000023	195276	0000928047	028-04428			MANUFACTURERS LIFE INSURANCE COMPANY, THE
0001573679-25-000022	195652	0001082917	028-04145	000121942	801-61559	GW&K Investment Management, LLC
0001573679-25-000022	195650	0000053417	028-00074	000107959	801-5608	JENNISON ASSOCIATES LLC
0001573679-25-000022	195651	0001075869	028-04413	000104973	801-21122	Allspring Global Investments, LLC
0001573679-25-000022	195645	0000354204	028-01186	000106482	801-16283	DIMENSIONAL FUND ADVISORS LP
0001573679-25-000022	195646	0000080255	028-00115	000105496	801-856	PRICE T ROWE ASSOCIATES INC /MD/
0001573679-25-000022	195647	0000902219	028-04557			WELLINGTON MANAGEMENT GROUP LLP
0001573679-25-000022	195648	0001386060	028-12484	000124982	801-61786	Boston Partners
0001573679-25-000022	195644	0000928047	028-04428			MANUFACTURERS LIFE INSURANCE COMPANY, THE
0001573679-25-000022	195649	0001257442	028-11338	000111242	801-60103	SSGA FUNDS MANAGEMENT INC
0000950123-25-004884	195743		028-16612			UBS Group AG
0001178913-25-001756	195469	0001351917	028-14323			MENORA MIVTACHIM HOLDINGS LTD.
0001573679-25-000021	195446	0000928047	028-04428			MANUFACTURERS LIFE INSURANCE COMPANY, THE
0001178913-25-001754	195862	0001351917	028-14323			MENORA MIVTACHIM HOLDINGS LTD.
0001112520-25-000013	195991	0001112520	028-06599			AKRE CAPITAL MANAGEMENT LLC
0000950123-25-004880	195471		028-16612			UBS Group AG
0000914208-25-000239	195859	0000914208	028-11246	000000000		Invesco Ltd.
0001573679-25-000020	195488	0000928047	028-04428			MANUFACTURERS LIFE INSURANCE COMPANY, THE
0000914208-25-000238	195576	0000914208	028-11246	000000000		Invesco Ltd.
0000919574-25-002869	195572	0001851296	028-21720			Timelo Investment Management Inc.
0000902219-25-000251	195581	0000902219	028-04557			WELLINGTON MANAGEMENT GROUP LLP
0001420506-25-001032	195462	0001475940	028-13628	000154475	801-71803	Montrusco Bolton Investments Inc.
0001420506-25-001032	195461	0001082917	028-04145	000121942	801-61559	GW&K Investment Management, LLC
0001420506-25-001032	195460	0000351173	028-01185	000106274	801-15724	FRONTIER CAPITAL MANAGEMENT CO LLC
0001420506-25-001032	195459	0001409427	028-12579	000123558	801-61564	Boston Common Asset Management, LLC
0001420506-25-001032	195466	0001541448	028-14794	000166421	802-77775	Veritas Asset Management LLP
0001420506-25-001032	195467	0000905567	028-03760	000164420	801-76744	Yacktman Asset Management LP
0001420506-25-001032	195464	0001341401	028-11487	000134918	801-64175	River Road Asset Management, LLC
0001420506-25-001032	195465	0001313816	028-11092	000132694	801-63492	TimesSquare Capital Management, LLC
0001420506-25-001032	195463	0000944234	028-04884	000105916	801-50177	RENAISSANCE GROUP LLC
0001420506-25-001032	195458	0001361974	028-11939	000135829	801-64420	Beutel, Goodman & Co Ltd.
0001172661-25-001758	195456	0001387508	028-12257	000158105	801-73598	PRELUDE CAPITAL MANAGEMENT, LLC
0000902219-25-000250	195723	0000902219	028-04557			WELLINGTON MANAGEMENT GROUP LLP
0001573679-25-000019	195907	0001897612	028-22690	000314590	801-121434	T. Rowe Price Investment Management, Inc.
0001573679-25-000019	195908	0000902219	028-04557			WELLINGTON MANAGEMENT GROUP LLP
0001573679-25-000019	195905	0001027796	028-03791	000106847	801-50838	PZENA INVESTMENT MANAGEMENT LLC
0001573679-25-000019	195910	0001109147	028-05615	000109605	801-56651	AXIOM INVESTORS LLC /DE
0001573679-25-000019	195911	0000053417	028-00074	000107959	801-5608	JENNISON ASSOCIATES LLC
0001573679-25-000019	195912	0001075869	028-04413	000104973	801-21122	Allspring Global Investments, LLC
0001573679-25-000019	195913	0001409427	028-12579	000123558	801-61564	Boston Common Asset Management, LLC
0001573679-25-000019	195914	0001305841	028-10968	000131556	801-63118	Epoch Investment Partners, Inc.
0001573679-25-000019	195915	0001082917	028-04145	000121942	801-61559	GW&K Investment Management, LLC
0001573679-25-000019	195916	0001290668	028-11076	000127447	801-62151	Sustainable Growth Advisers, LP
0001573679-25-000019	195917	0000884541	028-03125	000110901	801-17958	TRILLIUM ASSET MANAGEMENT, LLC
0001573679-25-000019	195918	0001993888	028-23450			Pictet Asset Management Holding SA
0001573679-25-000019	195919	0001211578	028-10481	000116837	801-60715	NORDEA INVESTMENT MANAGEMENT NORTH AMERICA INC
0001573679-25-000019	195909	0001386060	028-12484	000124982	801-61786	Boston Partners
0001573679-25-000019	195904	0001279913	028-10682	000124613	801-61792	MARATHON ASSET MANAGEMENT LP
0001573679-25-000019	195906	0000080255	028-00115	000105496	801-856	PRICE T ROWE ASSOCIATES INC /MD/
0001573679-25-000019	195901	0000928047	028-04428			MANUFACTURERS LIFE INSURANCE COMPANY, THE
0001573679-25-000019	195902	0001317947	028-11314	000134852	801-69068	Bain Capital Credit, LP
0001573679-25-000019	195903	0000354204	028-01186	000106482	801-16283	DIMENSIONAL FUND ADVISORS LP
0000902219-25-000249	195366	0000902219	028-04557			WELLINGTON MANAGEMENT GROUP LLP
0000902219-25-000248	195947	0000902219	028-04557			WELLINGTON MANAGEMENT GROUP LLP
0000902219-25-000247	195655	0000902219	028-04557			WELLINGTON MANAGEMENT GROUP LLP
0001785149-25-000002	195585	0001803149				Mizuho Markets Cayman LP
0001785149-25-000002	195583	0001513006				MIZUHO SECURITIES USA LLC
0001785149-25-000002	195584	0001825516				MIZUHO MARKETS AMERICAS LLC
0000902219-25-000246	195653	0000902219	028-04557			WELLINGTON MANAGEMENT GROUP LLP
0000902219-25-000245	195794	0000902219	028-04557			WELLINGTON MANAGEMENT GROUP LLP
0001809494-25-000003	195371		028-05792			Kayne Anderson Rudnick Investment Management LLC
0001809494-25-000003	195372		028-12631			Managed Account Advisors
0001809494-25-000003	195370		028-07104			WCM Investment Management LLC
0001809494-25-000003	195369		028-00551			US Bancorp
0000902219-25-000244	195387	0000902219	028-04557			WELLINGTON MANAGEMENT GROUP LLP
0000902219-25-000243	195449	0000902219				WELLINGTON MANAGEMENT GROUP LLP
0000919574-25-002862	195617	0001606477	028-16159			Tikvah Management LLC
0000950123-25-004867	195448		028-16612			UBS Group AG
0001513151-25-000009	195641		028-14426			Daiwa Securities Group
0001573679-25-000018	195990	0000928047	028-04428			MANUFACTURERS LIFE INSURANCE COMPANY, THE
0001569638-25-000003	195734	0001730083	028-18427			M Financial Asset Management, Inc.
0001573679-25-000017	195515	0000928047	028-04428			MANUFACTURERS LIFE INSURANCE COMPANY, THE
0001513151-25-000008	195382		028-14426			Daiwa Securities Group
0000919574-25-002860	195470	0000883961	028-03589	000105690	801-36209	TOCQUEVILLE ASSET MANAGEMENT L.P.
0001085146-25-003048	195374	0001716774	028-18172			Aberdeen Group plc
0001085146-25-003047	195477	0001716774	028-18172			Aberdeen Group plc
0001085146-25-003046	195392	0001716774	028-18172			Aberdeen Group plc
0001085146-25-003045	195521	0001716774	028-18172			Aberdeen Group plc
0001513151-25-000007	195452		028-14426			Daiwa Securities Group
0001573679-25-000016	195945	0000928047	028-04428			MANUFACTURERS LIFE INSURANCE COMPANY, THE
0000950123-25-004859	195442		028-16612			UBS Group AG
0001085146-25-003044	195868	0001512237	028-14333			Global Endowment Management, LP
0001573679-25-000015	195621	0000928047	028-04428			MANUFACTURERS LIFE INSURANCE COMPANY, THE
0000893750-25-000008	195975	0002011612	028-23932			Pathstone Holdings, LLC
0001573679-25-000014	195887	0000928047	028-04428			MANUFACTURERS LIFE INSURANCE COMPANY, THE
0000950123-25-004850	195958		028-16612			UBS Group AG
0001513151-25-000006	196011		028-14426			Daiwa Securities Group
0001977483-25-000004	195368	0000009634	028-00305			BOKF, NA
0000009015-25-000014	195579	0000009015	028-00060	000106006	801-241	BARINGS LLC
0000950123-25-004844	195936		028-16612			UBS Group AG
0000009015-25-000013	195971	0000009015	028-00060	000106006	801-241	BARINGS LLC
0001123292-25-000215	195740	0001887845	028-25231			V3 Holding Ltd
0000072971-25-000148	195375	0000072971	028-00165			WELLS FARGO & COMPANY/MN
0000072971-25-000147	195948	0000072971	028-00165			WELLS FARGO & COMPANY/MN
0000950123-25-004839	195722		028-20283			Sixth Street Partners Management Company, L.P.
0001137774-25-000070	195973	0000053417	028-00074			JENNISON ASSOCIATES LLC
0001137774-25-000070	195972	0001137774	028-10077			PRUDENTIAL FINANCIAL INC
0000072971-25-000146	195943	0000072971	028-00165			WELLS FARGO & COMPANY/MN
0001137774-25-000069	195330	0001137774	028-10077			PRUDENTIAL FINANCIAL INC
0001137774-25-000068	195989	0001137774	028-10077			PRUDENTIAL FINANCIAL INC
0001941040-25-000291	195968	0001743404	028-18893	000175083	801-100512	FOUNDATIONS INVESTMENT ADVISORS, LLC
0000072971-25-000145	195481	0000072971	028-00165			WELLS FARGO & COMPANY/MN
0001137774-25-000067	195328	0001137774	028-10077			PRUDENTIAL FINANCIAL INC
0001137774-25-000067	195329	0001692234	028-17598			Russell Investments Group, Ltd.
0001137774-25-000066	195486	0001137774	028-10077			PRUDENTIAL FINANCIAL INC
0001137774-25-000065	195881	0001845793	028-20883	000290235		PGIM Custom Harvest LLC
0001137774-25-000065	195879	0000053417	028-00074	000107959		JENNISON ASSOCIATES LLC
0001137774-25-000065	195880	0001692234	028-17598			Russell Investments Group, Ltd.
0000072971-25-000144	195570	0000072971	028-00165			WELLS FARGO & COMPANY/MN
0002012167-25-000002	195289	0001710537	028-21626	000286340	801-119192	EverSource Wealth Advisors, LLC
0000072971-25-000143	195982	0000072971	028-00165			WELLS FARGO & COMPANY/MN
0001085146-25-003039	195527	0001163653	028-10594			NOMURA HOLDINGS INC
0001085146-25-003038	195882	0000748054	028-11918			AMERICAN CENTURY COMPANIES INC
0000950123-25-004829	195270		028-00734			FRANKLIN RESOURCES INC
0001905417-25-000003	195267	0001710537	028-21626	000286340	801-119192	EverSource Wealth Advisors, LLC
0001423442-25-000003	195381	0000038777	028-00734			FRANKLIN RESOURCES INC
0001741001-25-000003	195983		028-19675	000286622	801-114538	Vident Advisory, LLC
0001499094-25-000003	195553	0000038777	028-00734			FRANKLIN RESOURCES INC
0001348883-25-000011	195386	0000038777	028-00734			FRANKLIN RESOURCES INC
0001810360-25-000004	195440	0001457833				Sandy Spring Bank
0001269241-25-000004	195967	0001214717	028-10386	000115504	801-61117	GEODE CAPITAL MANAGEMENT, LLC
0001138897-25-000003	195934	0000038777	028-00734			FRANKLIN RESOURCES INC
0001138897-25-000003	195935	0001692234	028-17598			Russell Investments Group, Ltd.
0002026754-25-000004	195861	0001214717	028-10386	000115504	801-61117	GEODE CAPITAL MANAGEMENT, LLC
0001094499-25-000005	195516	0001094499	028-13902			MARTIN CURRIE LTD
0001941040-25-000288	195703	0001002784	028-05709	000104720	801-25205	SHELTON CAPITAL MANAGEMENT
0001941040-25-000288	195659	0001730242	028-19649	000286620	801-110302	55I, LLC
0001941040-25-000288	195660	0001508822	028-14059	000110933	801-60694	ACR Alpine Capital Research, LLC
0001941040-25-000288	195661	0001093589	028-05119	000106786	801-50778	ALTA CAPITAL MANAGEMENT LLC/
0001941040-25-000288	195662	0001122241	028-10180	000106321	801-49335	AMI INVESTMENT MANAGEMENT INC
0001941040-25-000288	195663	0000813933	028-01880	000105540	801-18930	ANCHOR CAPITAL ADVISORS LLC
0001941040-25-000288	195664	0001364615	028-11964	000111616	801-57184	Aperio Group, LLC
0001941040-25-000288	195704	0001232395	028-10472	000118333	801-61004	SILVERCREST ASSET MANAGEMENT GROUP LLC
0001941040-25-000288	195665	0000860644	028-02634	000109876	801-60014	Aristotle Capital Management, LLC
0001941040-25-000288	195666	0001793367	028-19653	000154078	801-79309	Belmont Capital, LLC
0001941040-25-000288	195667	0001650142	028-16982	000175139	801-96241	Bristol Gate Capital Partners Inc.
0001941040-25-000288	195668	0001345929	028-13997	000110181	801-38826	BROWN ADVISORY INC
0001941040-25-000288	195669	0001350585	028-11563	000111335	801-60111	Coho Partners, Ltd.
0001941040-25-000288	195670	0001442056	028-13334	000146019	801-68723	CONFLUENCE INVESTMENT MANAGEMENT LLC
0001941040-25-000288	195671	0000897378	028-03434	000105161	801-23386	CONGRESS ASSET MANAGEMENT CO
0001941040-25-000288	195672	0001427514	028-13023	000105879	801-14828	Dana Investment Advisors, Inc.
0001941040-25-000288	195673	0001140771	028-10301	000110552	801-10883	DAVIDSON INVESTMENT ADVISORS
